time,anklel.x,anklel.y,anklel.z,ankler.x,ankler.y,ankler.z,earl.x,earl.y,earl.z,earr.x,earr.y,earr.z,elbowl.x,elbowl.y,elbowl.z,elbowr.x,elbowr.y,elbowr.z,eyel.x,eyel.y,eyel.z,eyer.x,eyer.y,eyer.z,handl.x,handl.y,handl.z,handr.x,handr.y,handr.z,kneel.x,kneel.y,kneel.z,kneer.x,kneer.y,kneer.z,nose.x,nose.y,nose.z,tailbase.x,tailbase.y,tailbase.z,tailtip.x,tailtip.y,tailtip.z,throat.x,throat.y,throat.z
0.0,,,,438.81500244140625,826.4612426757812,0.0,1089.7564697265625,318.0399475097656,0.0,775.3240356445312,340.6248474121094,0.0,,,,724.6201782226562,642.830322265625,0.0,1046.0535888671875,441.7007141113281,0.0,926.73486328125,439.4377746582031,0.0,921.2843017578125,756.3975219726562,0.0,772.9637451171875,794.8339233398438,0.0,653.4777221679688,720.845703125,0.0,451.6284484863281,702.5706176757812,0.0,1003.4650268554688,512.541259765625,0.0,521.8164672851562,440.3529357910156,0.0,297.747802734375,822.0020751953125,0.0,869.7571411132812,563.5930786132812,0.0
0.016666666666666666,,,,425.6680908203125,825.2030029296875,0.0,1082.11181640625,324.72381591796875,0.0,765.7991333007812,350.0321960449219,0.0,860.5750122070312,641.8499145507812,0.0,713.1727905273438,643.630126953125,0.0,1039.75048828125,449.6285400390625,0.0,922.0478515625,450.7857360839844,0.0,942.7623901367188,754.6461791992188,0.0,757.9970703125,796.556884765625,0.0,640.168701171875,719.0655517578125,0.0,442.74224853515625,698.3187866210938,0.0,1002.2703247070312,522.2208251953125,0.0,519.484375,437.7604675292969,0.0,281.2459716796875,822.630615234375,0.0,867.3576049804688,569.3319702148438,0.0
0.03333333333333333,,,,412.97149658203125,821.6204223632812,0.0,1077.8968505859375,329.42620849609375,0.0,764.35693359375,352.7087707519531,0.0,862.6755981445312,639.2716674804688,0.0,705.4631958007812,643.0945434570312,0.0,1036.6287841796875,455.68505859375,0.0,921.8594970703125,459.3913269042969,0.0,971.9598388671875,752.473388671875,0.0,748.171142578125,796.0724487304688,0.0,630.5444946289062,715.7081298828125,0.0,431.50042724609375,696.2354125976562,0.0,1000.0064086914062,529.6862182617188,0.0,521.8611450195312,430.2724914550781,0.0,264.6391296386719,821.9561767578125,0.0,870.1146850585938,577.5859375,0.0
0.05,,,,400.03997802734375,819.6090698242188,0.0,1078.185302734375,337.8375549316406,0.0,763.9027099609375,358.2672119140625,0.0,861.293212890625,642.7978515625,0.0,696.7353515625,643.590576171875,0.0,1037.33447265625,467.53985595703125,0.0,919.921630859375,468.9022216796875,0.0,1013.81494140625,741.5853881835938,0.0,736.4832153320312,796.254638671875,0.0,625.8803100585938,711.1557006835938,0.0,418.80645751953125,694.5485229492188,0.0,998.84521484375,539.0697631835938,0.0,525.5343627929688,419.30401611328125,0.0,245.5343780517578,819.664306640625,0.0,869.1531982421875,579.723876953125,0.0
0.06666666666666667,,,,385.4901123046875,817.7874755859375,0.0,1075.783447265625,345.4902648925781,0.0,758.7493896484375,369.00189208984375,0.0,866.8673095703125,641.82080078125,0.0,686.6447143554688,644.3483276367188,0.0,1036.7774658203125,477.2206115722656,0.0,919.7742919921875,479.6353454589844,0.0,,,,723.2555541992188,795.055908203125,0.0,625.8391723632812,713.974365234375,0.0,408.3589172363281,691.4107666015625,0.0,999.7665405273438,549.4190673828125,0.0,524.9783325195312,410.0747985839844,0.0,229.05722045898438,817.7722778320312,0.0,868.1294555664062,590.42431640625,0.0
0.08333333333333333,,,,377.2841491699219,805.68408203125,0.0,1081.3406982421875,337.2627868652344,0.0,758.6370849609375,370.38482666015625,0.0,869.8856811523438,638.81396484375,0.0,678.0758056640625,641.1866455078125,0.0,1043.29638671875,466.5846862792969,0.0,920.86572265625,472.998046875,0.0,1041.54638671875,742.0878295898438,0.0,709.7108764648438,791.9115600585938,0.0,614.6256713867188,717.6770629882812,0.0,395.4305419921875,685.3435668945312,0.0,1007.3514404296875,537.6188354492188,0.0,516.5117797851562,405.5751037597656,0.0,212.89389038085938,813.4427490234375,0.0,867.4420776367188,581.1458129882812,0.0
0.1,,,,369.33734130859375,799.267822265625,0.0,1089.360107421875,334.1033935546875,0.0,759.7525024414062,371.6993103027344,0.0,,,,669.52294921875,639.6239624023438,0.0,1049.237548828125,459.5970458984375,0.0,926.2841186523438,470.1145324707031,0.0,1042.494140625,753.4979858398438,0.0,698.5504760742188,789.1666259765625,0.0,605.3325805664062,722.9342041015625,0.0,384.61785888671875,683.3096313476562,0.0,1014.867431640625,534.2123413085938,0.0,524.5161743164062,405.17864990234375,0.0,229.2202911376953,806.05810546875,0.0,866.226806640625,573.266357421875,0.0
0.11666666666666667,,,,,,,1099.88232421875,332.8130187988281,0.0,762.43408203125,355.40252685546875,0.0,937.4707641601562,649.3040771484375,0.0,660.7545776367188,638.7413330078125,0.0,1051.8284912109375,450.7294616699219,0.0,923.6646728515625,459.2057189941406,0.0,1055.3572998046875,763.3423461914062,0.0,689.9328002929688,791.6312255859375,0.0,592.0833740234375,726.9828491210938,0.0,378.19354248046875,677.0939331054688,0.0,1016.3443603515625,526.2368774414062,0.0,520.1344604492188,401.8712158203125,0.0,229.6614532470703,808.9979248046875,0.0,864.0120239257812,568.9675903320312,0.0
0.13333333333333333,,,,,,,1111.5284423828125,342.2137451171875,0.0,763.9429321289062,356.7223205566406,0.0,942.726806640625,646.396728515625,0.0,653.382568359375,640.2586669921875,0.0,1057.447998046875,450.87335205078125,0.0,927.593017578125,459.8034973144531,0.0,1074.7138671875,778.369140625,0.0,679.8971557617188,790.3619995117188,0.0,578.336181640625,732.8711547851562,0.0,421.95111083984375,603.4346923828125,0.0,1021.6817626953125,527.0610961914062,0.0,517.0164184570312,401.33013916015625,0.0,234.9363555908203,816.7152709960938,0.0,864.3372192382812,566.373046875,0.0
0.15,,,,371.7728271484375,736.8306274414062,0.0,1111.8897705078125,338.6722106933594,0.0,769.8798828125,345.7067565917969,0.0,941.8906860351562,642.9057006835938,0.0,650.1368408203125,636.1602783203125,0.0,1060.2691650390625,447.4237976074219,0.0,927.3937377929688,453.3782653808594,0.0,1061.5323486328125,775.8098754882812,0.0,674.1905517578125,785.38134765625,0.0,570.7548828125,719.9178466796875,0.0,427.52410888671875,585.7870483398438,0.0,1021.0726928710938,521.96630859375,0.0,516.6480712890625,387.8944396972656,0.0,237.57220458984375,819.2626953125,0.0,862.76123046875,559.2634887695312,0.0
0.16666666666666666,393.0684814453125,733.8145141601562,0.0,,,,1105.1435546875,326.7799377441406,0.0,762.3015747070312,343.8085021972656,0.0,947.8804931640625,637.7525634765625,0.0,646.5567016601562,633.3399047851562,0.0,1061.8048095703125,442.2652893066406,0.0,927.5474243164062,446.1280212402344,0.0,1051.5447998046875,776.5934448242188,0.0,664.8497924804688,783.8052368164062,0.0,563.3688354492188,708.9067993164062,0.0,426.69598388671875,579.336669921875,0.0,1022.8111572265625,514.9743041992188,0.0,513.3422241210938,380.81988525390625,0.0,230.98861694335938,819.9169311523438,0.0,869.7255859375,556.6799926757812,0.0
0.18333333333333332,,,,417.3005676269531,736.4285888671875,0.0,1100.855224609375,318.60296630859375,0.0,759.1705322265625,340.4548645019531,0.0,952.4609985351562,633.9713134765625,0.0,644.0122680664062,634.1777954101562,0.0,1061.84716796875,436.7562561035156,0.0,929.5422973632812,444.4119873046875,0.0,1039.1065673828125,773.9852294921875,0.0,654.0052490234375,779.4041748046875,0.0,,,,437.4584655761719,580.2501220703125,0.0,1025.2098388671875,510.246826171875,0.0,511.633056640625,376.3032531738281,0.0,227.7169189453125,820.6502075195312,0.0,877.5839233398438,557.6071166992188,0.0
0.2,,,,429.74530029296875,739.6575317382812,0.0,1100.19140625,311.2871398925781,0.0,758.7915649414062,334.2021484375,0.0,957.7054443359375,630.23291015625,0.0,644.0584106445312,635.8757934570312,0.0,1064.5968017578125,431.79095458984375,0.0,929.8443603515625,441.42669677734375,0.0,1028.8187255859375,772.6517333984375,0.0,641.3309936523438,777.5484008789062,0.0,,,,442.0311279296875,582.8984985351562,0.0,1024.840576171875,504.83642578125,0.0,509.2545471191406,373.9841003417969,0.0,222.4921875,823.4679565429688,0.0,883.8201904296875,558.9830322265625,0.0
0.21666666666666667,,,,,,,1100.2901611328125,314.0469970703125,0.0,758.9234008789062,336.1459655761719,0.0,943.5535888671875,630.3546752929688,0.0,641.9619750976562,640.4248657226562,0.0,1063.232177734375,436.87939453125,0.0,929.8381958007812,443.7403259277344,0.0,1009.6558837890625,773.0639038085938,0.0,,,,561.3220825195312,702.8578491210938,0.0,449.0986633300781,603.896484375,0.0,1025.6929931640625,509.3873596191406,0.0,507.0928649902344,373.3863525390625,0.0,226.14381408691406,819.3018798828125,0.0,872.8450927734375,566.8517456054688,0.0
0.23333333333333334,,,,455.2195129394531,773.3741455078125,0.0,1104.663330078125,310.1961669921875,0.0,756.8167114257812,335.979736328125,0.0,935.828125,628.395263671875,0.0,650.6423950195312,637.131591796875,0.0,1062.253173828125,433.9923095703125,0.0,928.5664672851562,439.360595703125,0.0,997.876953125,772.5859375,0.0,692.8629760742188,775.410888671875,0.0,549.5009155273438,710.4202880859375,0.0,456.28704833984375,618.8798828125,0.0,1025.421142578125,505.9181213378906,0.0,507.2174987792969,373.9804382324219,0.0,233.40440368652344,807.2767333984375,0.0,868.4808959960938,571.0440063476562,0.0
0.25,475.9512023925781,792.1777954101562,0.0,475.1619873046875,795.127197265625,0.0,1102.1011962890625,308.99444580078125,0.0,757.60205078125,331.9544982910156,0.0,925.2556762695312,628.1614379882812,0.0,666.0567626953125,636.0115966796875,0.0,1060.9801025390625,433.23724365234375,0.0,928.7295532226562,438.1436462402344,0.0,985.789794921875,773.0267333984375,0.0,729.8292236328125,780.0296630859375,0.0,,,,455.9595031738281,656.413818359375,0.0,1023.6317749023438,504.4063720703125,0.0,506.943603515625,371.1312561035156,0.0,,,,864.4434204101562,571.8845825195312,0.0
0.26666666666666666,,,,494.4877014160156,804.8202514648438,0.0,1096.6087646484375,306.0128479003906,0.0,755.5310668945312,331.2022705078125,0.0,912.34521484375,625.968994140625,0.0,680.271728515625,639.5343627929688,0.0,1057.887451171875,430.05499267578125,0.0,926.464111328125,433.8660888671875,0.0,973.4718627929688,769.7393188476562,0.0,,,,,,,466.6299743652344,673.7298583984375,0.0,1019.3707275390625,502.1232604980469,0.0,515.4652709960938,365.88250732421875,0.0,255.12557983398438,777.2587280273438,0.0,864.6385498046875,577.7860717773438,0.0
0.2833333333333333,,,,504.10986328125,824.1433715820312,0.0,1092.8544921875,297.10205078125,0.0,757.78857421875,325.3297119140625,0.0,900.9271850585938,627.9793090820312,0.0,708.3507690429688,642.4215087890625,0.0,1056.228271484375,427.50244140625,0.0,926.7662963867188,430.4290771484375,0.0,961.692138671875,769.7718505859375,0.0,787.997802734375,776.0260009765625,0.0,,,,468.03228759765625,683.0335693359375,0.0,1019.1658935546875,497.6212158203125,0.0,522.4835205078125,362.2189025878906,0.0,,,,870.6541748046875,579.2978515625,0.0
0.3,,,,511.41497802734375,828.3013305664062,0.0,1094.289306640625,290.7529602050781,0.0,762.2422485351562,318.5513916015625,0.0,905.2660522460938,630.7183837890625,0.0,740.941162109375,643.1300048828125,0.0,1059.2987060546875,428.90155029296875,0.0,932.1821899414062,429.5394287109375,0.0,942.8375854492188,765.8067626953125,0.0,829.8312377929688,758.9556884765625,0.0,,,,472.87841796875,695.9055786132812,0.0,1023.65771484375,499.4171142578125,0.0,524.9485473632812,361.2425537109375,0.0,235.3759002685547,816.0445556640625,0.0,881.92431640625,582.4461669921875,0.0
0.31666666666666665,,,,501.37506103515625,837.47802734375,0.0,1098.59765625,284.09173583984375,0.0,767.5712280273438,313.00408935546875,0.0,914.663818359375,626.793212890625,0.0,753.0068359375,642.1849975585938,0.0,1064.2593994140625,429.8199462890625,0.0,937.1063842773438,430.0523681640625,0.0,941.2427368164062,771.2197265625,0.0,870.3165893554688,741.7271118164062,0.0,,,,468.1455993652344,696.0626831054688,0.0,1027.1322021484375,499.79339599609375,0.0,527.3331909179688,358.2386779785156,0.0,224.25741577148438,814.4214477539062,0.0,886.0830688476562,586.1068725585938,0.0
0.3333333333333333,,,,492.80645751953125,837.5747680664062,0.0,1104.54443359375,282.6756896972656,0.0,773.9810791015625,310.322509765625,0.0,,,,769.4515991210938,640.6302490234375,0.0,1070.505615234375,433.32733154296875,0.0,941.1301879882812,432.2119140625,0.0,,,,,,,,,,469.75238037109375,701.1806030273438,0.0,1031.22607421875,502.5185852050781,0.0,532.3198852539062,358.34893798828125,0.0,216.71603393554688,814.3230590820312,0.0,897.1854858398438,587.9863891601562,0.0
0.35,,,,486.84149169921875,834.7401733398438,0.0,1113.0914306640625,281.6786804199219,0.0,781.8200073242188,306.4525146484375,0.0,,,,783.1547241210938,641.8707275390625,0.0,1077.09228515625,428.2284851074219,0.0,949.37255859375,428.5729675292969,0.0,,,,,,,,,,466.5078125,700.981689453125,0.0,1040.72412109375,494.9439392089844,0.0,536.2554321289062,362.4541015625,0.0,210.41810607910156,813.6848754882812,0.0,903.744384765625,584.7069702148438,0.0
0.36666666666666664,,,,482.77008056640625,832.7056884765625,0.0,1122.932373046875,278.8061218261719,0.0,797.022705078125,307.0462341308594,0.0,,,,798.9203491210938,644.1353759765625,0.0,1087.4840087890625,425.9101867675781,0.0,958.5222778320312,430.8647766113281,0.0,,,,944.3204956054688,690.1176147460938,0.0,,,,467.36346435546875,699.691162109375,0.0,1050.42236328125,496.0921630859375,0.0,546.2264404296875,365.9151916503906,0.0,207.8760528564453,810.9312744140625,0.0,915.4552612304688,582.1202392578125,0.0
0.38333333333333336,,,,480.65069580078125,827.4404907226562,0.0,1131.8541259765625,274.8879089355469,0.0,808.0047607421875,305.2649230957031,0.0,,,,815.7379150390625,642.303466796875,0.0,1095.8009033203125,424.6948547363281,0.0,964.9839477539062,427.8594970703125,0.0,,,,,,,,,,468.1125793457031,696.773681640625,0.0,1059.8905029296875,492.063232421875,0.0,554.3485717773438,366.7860412597656,0.0,244.55018615722656,808.2469482421875,0.0,927.375,576.3535766601562,0.0
0.4,,,,475.2913513183594,826.107177734375,0.0,1143.64404296875,275.03497314453125,0.0,822.7273559570312,304.1833801269531,0.0,,,,837.7926635742188,640.0148315429688,0.0,1106.5,419.7731018066406,0.0,976.1339111328125,428.5722961425781,0.0,,,,,,,,,,471.18829345703125,695.7957763671875,0.0,1072.453369140625,491.0716857910156,0.0,563.5737915039062,376.0528564453125,0.0,253.10153198242188,804.0813598632812,0.0,937.2252197265625,571.1810302734375,0.0
0.4166666666666667,,,,474.0259704589844,825.6729736328125,0.0,1144.4656982421875,278.0480651855469,0.0,827.1834716796875,310.50067138671875,0.0,,,,834.0841064453125,641.5310668945312,0.0,1106.52099609375,434.0284118652344,0.0,979.2359008789062,434.5600280761719,0.0,,,,971.4750366210938,699.0650634765625,0.0,,,,468.1731262207031,696.0982055664062,0.0,1074.341064453125,497.8084411621094,0.0,556.550048828125,377.0338439941406,0.0,251.32620239257812,804.6461181640625,0.0,937.1155395507812,578.4256591796875,0.0
0.43333333333333335,,,,469.5274658203125,826.8323974609375,0.0,1148.9266357421875,285.83538818359375,0.0,834.813232421875,310.3757019042969,0.0,,,,835.3732299804688,650.2437133789062,0.0,1114.091552734375,439.41680908203125,0.0,984.917724609375,441.3826904296875,0.0,,,,974.7095336914062,747.3258056640625,0.0,,,,465.28326416015625,695.265869140625,0.0,1080.5892333984375,507.5624084472656,0.0,555.3274536132812,374.24786376953125,0.0,249.73843383789062,803.6299438476562,0.0,938.3880615234375,587.6682739257812,0.0
0.45,,,,467.1527099609375,827.87744140625,0.0,1153.407958984375,290.4481506347656,0.0,834.611328125,317.78387451171875,0.0,,,,834.1708374023438,648.5037231445312,0.0,1120.3731689453125,447.230712890625,0.0,991.0922241210938,445.62744140625,0.0,,,,973.309814453125,793.776611328125,0.0,,,,466.01116943359375,694.0075073242188,0.0,1084.3544921875,516.0996704101562,0.0,553.8190307617188,370.6337890625,0.0,251.078369140625,801.934814453125,0.0,939.2300415039062,590.9004516601562,0.0
0.4666666666666667,,,,465.7542419433594,830.9511108398438,0.0,1158.0330810546875,301.7010192871094,0.0,836.2184448242188,326.99859619140625,0.0,,,,834.3008422851562,650.4354858398438,0.0,1128.6495361328125,456.305908203125,0.0,997.3731689453125,452.69317626953125,0.0,,,,952.3004760742188,809.7777709960938,0.0,,,,468.83197021484375,689.8490600585938,0.0,1089.092529296875,523.9097290039062,0.0,552.3844604492188,369.1148376464844,0.0,260.132568359375,798.6417846679688,0.0,944.4283447265625,593.7726440429688,0.0
0.48333333333333334,,,,464.77569580078125,836.2750244140625,0.0,1171.4293212890625,307.7997131347656,0.0,853.488037109375,329.40423583984375,0.0,,,,836.1162109375,646.5875244140625,0.0,1143.3564453125,443.3935852050781,0.0,1012.75439453125,445.31732177734375,0.0,,,,924.9595947265625,858.4173583984375,0.0,,,,470.94403076171875,685.0234375,0.0,1107.892578125,515.0194702148438,0.0,560.7171020507812,365.098876953125,0.0,271.68994140625,801.0084228515625,0.0,947.3394165039062,596.509765625,0.0
0.5,,,,465.5684814453125,832.329833984375,0.0,1184.0582275390625,318.52545166015625,0.0,850.29296875,338.698486328125,0.0,948.212646484375,639.01123046875,0.0,836.407470703125,656.9091796875,0.0,1157.659423828125,426.9043884277344,0.0,1024.564697265625,431.1593322753906,0.0,930.6453247070312,759.7188720703125,0.0,888.1245727539062,878.0068969726562,0.0,,,,477.60540771484375,677.4926147460938,0.0,1121.900634765625,495.7371520996094,0.0,571.471923828125,361.8329772949219,0.0,275.5635986328125,802.2476196289062,0.0,955.0795288085938,590.5816040039062,0.0
0.5166666666666667,,,,465.3414001464844,832.4627075195312,0.0,1184.02099609375,318.49468994140625,0.0,850.1956787109375,338.6961669921875,0.0,948.2321166992188,638.9389038085938,0.0,836.5184326171875,656.9789428710938,0.0,1157.723388671875,426.9324035644531,0.0,1024.5943603515625,431.1215515136719,0.0,930.6255493164062,759.5881958007812,0.0,888.8598022460938,879.291015625,0.0,,,,477.9042663574219,677.0486450195312,0.0,1121.8863525390625,495.7890319824219,0.0,571.4305419921875,361.90948486328125,0.0,275.4389343261719,802.5576782226562,0.0,955.1343383789062,590.52294921875,0.0
0.5333333333333333,645.2573852539062,716.1771850585938,0.0,466.4811096191406,832.8989868164062,0.0,1185.932861328125,298.3760986328125,0.0,866.8417358398438,339.037353515625,0.0,965.568359375,633.9718627929688,0.0,832.70654296875,670.3612670898438,0.0,1175.7633056640625,391.42767333984375,0.0,1036.4532470703125,416.6693420410156,0.0,935.6677856445312,758.6644897460938,0.0,889.6392211914062,879.654052734375,0.0,,,,479.3250427246094,675.881103515625,0.0,1158.10400390625,455.6666564941406,0.0,574.6710205078125,366.45416259765625,0.0,300.1153259277344,822.1216430664062,0.0,967.1350708007812,585.7252197265625,0.0
0.55,645.2681884765625,716.1716918945312,0.0,466.77166748046875,832.5458984375,0.0,1185.8226318359375,299.0993957519531,0.0,867.2814331054688,338.7511901855469,0.0,965.6734619140625,633.7830810546875,0.0,833.0087280273438,670.5767822265625,0.0,1175.7813720703125,391.4009094238281,0.0,1036.444091796875,416.646240234375,0.0,935.5198974609375,758.6146850585938,0.0,889.4440307617188,879.8629150390625,0.0,,,,479.4642333984375,676.3265380859375,0.0,1158.2158203125,455.7379455566406,0.0,574.718505859375,366.4568176269531,0.0,300.0331726074219,821.9494018554688,0.0,967.190185546875,585.9197998046875,0.0
0.5666666666666667,766.4502563476562,826.6776123046875,0.0,465.2602233886719,837.4029541015625,0.0,1210.0654296875,349.8608093261719,0.0,873.8069458007812,383.2084045410156,0.0,,,,833.8814086914062,676.2373657226562,0.0,1185.1097412109375,450.8946838378906,0.0,1048.9783935546875,464.8014221191406,0.0,936.3165283203125,760.7732543945312,0.0,889.21923828125,879.5112915039062,0.0,672.8865966796875,732.6405639648438,0.0,478.9633483886719,678.1343383789062,0.0,1156.2930908203125,512.7603759765625,0.0,575.7406005859375,373.1275939941406,0.0,368.3935546875,826.5802612304688,0.0,978.3941040039062,615.6112670898438,0.0
0.5833333333333334,766.9429321289062,827.638427734375,0.0,465.572265625,837.109130859375,0.0,1210.0855712890625,349.6901550292969,0.0,873.8079223632812,383.2063903808594,0.0,,,,833.6465454101562,676.7268676757812,0.0,1185.1849365234375,450.96533203125,0.0,1048.996826171875,464.74664306640625,0.0,936.1070556640625,761.2288818359375,0.0,889.3561401367188,879.6083984375,0.0,672.94140625,732.7108154296875,0.0,478.7711181640625,678.46728515625,0.0,1156.353271484375,512.742431640625,0.0,575.534912109375,373.2572021484375,0.0,368.04901123046875,826.59375,0.0,978.1951293945312,616.1902465820312,0.0
0.6,772.44873046875,837.8394165039062,0.0,466.4564514160156,836.8599853515625,0.0,1233.0928955078125,406.5208740234375,0.0,886.3530883789062,434.3414611816406,0.0,,,,838.9671020507812,669.289794921875,0.0,1186.9375,500.88543701171875,0.0,1052.359375,512.6529541015625,0.0,935.0737915039062,759.4989624023438,0.0,887.3564453125,878.4932250976562,0.0,682.9126586914062,734.8660888671875,0.0,472.32794189453125,678.2113647460938,0.0,1153.5361328125,566.701171875,0.0,568.8255004882812,370.8193054199219,0.0,371.4063720703125,832.4850463867188,0.0,973.161376953125,635.7890014648438,0.0
0.6166666666666667,772.2012329101562,837.6644897460938,0.0,466.40313720703125,836.8828125,0.0,1233.1376953125,406.4698791503906,0.0,886.496337890625,434.36968994140625,0.0,,,,838.8983154296875,669.1445922851562,0.0,1186.9150390625,500.97412109375,0.0,1052.322265625,512.6666870117188,0.0,934.9063720703125,759.0628662109375,0.0,886.91943359375,878.3568115234375,0.0,683.0039672851562,736.2340087890625,0.0,471.8768310546875,678.8040161132812,0.0,1153.5379638671875,566.8142700195312,0.0,568.4426879882812,370.7542724609375,0.0,371.24212646484375,831.9337768554688,0.0,973.2863159179688,635.833251953125,0.0
0.6333333333333333,773.7463989257812,841.760986328125,0.0,465.6940612792969,837.3843994140625,0.0,1241.0313720703125,454.12188720703125,0.0,886.9420166015625,459.4665832519531,0.0,,,,838.9345092773438,668.2786254882812,0.0,1182.70166015625,544.2506713867188,0.0,1045.3250732421875,547.5729370117188,0.0,933.8610229492188,758.5845336914062,0.0,881.9347534179688,875.7451171875,0.0,685.1952514648438,739.6701049804688,0.0,469.82373046875,680.0742797851562,0.0,1143.0943603515625,606.1036987304688,0.0,564.7529296875,368.8039855957031,0.0,373.96417236328125,841.0099487304688,0.0,967.17431640625,640.8599243164062,0.0
0.65,773.755615234375,841.762451171875,0.0,465.6654052734375,836.5147094726562,0.0,1240.99267578125,454.0792236328125,0.0,886.8786010742188,459.4540710449219,0.0,,,,839.6229858398438,668.2913208007812,0.0,1182.6875,544.333984375,0.0,1045.3211669921875,547.6131591796875,0.0,933.8435668945312,758.6082153320312,0.0,881.8525390625,875.6396484375,0.0,684.9432373046875,739.3153076171875,0.0,469.68365478515625,679.843994140625,0.0,1143.1103515625,606.0652465820312,0.0,563.4072875976562,369.04638671875,0.0,373.75,841.5286865234375,0.0,967.008544921875,640.5645751953125,0.0
0.6666666666666666,772.6445922851562,840.2092895507812,0.0,464.43377685546875,836.135498046875,0.0,1259.8675537109375,428.7462158203125,0.0,878.275634765625,436.90313720703125,0.0,,,,842.7947998046875,668.2175903320312,0.0,1179.14208984375,497.8976135253906,0.0,1038.6552734375,506.86602783203125,0.0,935.4962768554688,757.3704223632812,0.0,881.10205078125,875.0945434570312,0.0,683.8284301757812,737.2803955078125,0.0,467.7992248535156,679.7918090820312,0.0,1140.784912109375,569.7943725585938,0.0,562.6876831054688,369.7167663574219,0.0,373.728271484375,836.9984130859375,0.0,977.8633422851562,626.2347412109375,0.0
0.6833333333333333,772.5633544921875,840.0962524414062,0.0,464.49871826171875,836.2678833007812,0.0,1260.0992431640625,428.80810546875,0.0,877.998779296875,436.88702392578125,0.0,,,,843.1118774414062,668.2089233398438,0.0,1179.136474609375,497.91546630859375,0.0,1038.6002197265625,506.9478759765625,0.0,935.396728515625,757.2456665039062,0.0,881.2166748046875,875.2090454101562,0.0,684.070068359375,734.6557006835938,0.0,467.6776428222656,680.0114135742188,0.0,1140.7095947265625,569.7339477539062,0.0,562.0584716796875,369.8952941894531,0.0,373.73333740234375,836.9979858398438,0.0,977.794189453125,626.0460205078125,0.0
0.7,774.327880859375,841.1464233398438,0.0,464.1352233886719,837.39306640625,0.0,1272.670654296875,413.5130310058594,0.0,878.2261352539062,422.244873046875,0.0,,,,844.8358154296875,668.3348999023438,0.0,1179.9552001953125,466.5704345703125,0.0,1046.3472900390625,472.1098937988281,0.0,936.6150512695312,757.710693359375,0.0,883.5496215820312,878.129638671875,0.0,683.99560546875,737.3649291992188,0.0,469.4658203125,678.5104370117188,0.0,1143.790771484375,533.771240234375,0.0,561.4795532226562,370.2828063964844,0.0,372.111572265625,829.6549072265625,0.0,984.1067504882812,613.5303955078125,0.0
0.7166666666666667,774.1643676757812,841.1349487304688,0.0,464.160888671875,837.297119140625,0.0,1272.7161865234375,413.53546142578125,0.0,878.1192626953125,422.0811767578125,0.0,,,,844.8750610351562,668.1243896484375,0.0,1179.9354248046875,466.6048889160156,0.0,1046.371337890625,472.1531066894531,0.0,936.6383666992188,757.7794189453125,0.0,884.0047607421875,878.2510986328125,0.0,683.9500122070312,737.4529418945312,0.0,469.4649658203125,678.4735717773438,0.0,1143.808837890625,533.6611938476562,0.0,561.1907958984375,370.1597900390625,0.0,372.0946960449219,829.7026977539062,0.0,984.1161499023438,613.576171875,0.0
